model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate,vina_score_median,vina_score_mean,vina_min_median,vina_min_mean
own,CD38_HUMAN_44_300_0,100,1.0,1.0,0.40284372644914085,6.7457082802863315,-0.24043260000000008,0.99,0.01,0.87,0.11,0.0,1.0,995.9628222002398,0.05517792680484437,100,0.69,0.6559700731886658,0.44,,-9.943,-9.841,,0.0,0.0,-7.427,-7.40099,-7.5755,-7.525459999999998
own,BACE2_HUMAN_76_460_0,100,1.0,1.0,0.3573180141746883,6.8983250944350765,0.5065123000000002,1.0,0.48,0.96,0.43434343434343436,0.0,1.0,866.7679181130769,0.046081572522410734,100,0.88,0.7701604485759631,0.84,,,,,0.0,0.0,,,,
own,PHP_SULSO_1_314_0,100,1.0,1.0,0.42157033896646356,6.9512113654910594,0.3892838999999999,1.0,0.64,1.0,0.37,0.0,1.0,780.3774930592688,0.03560094544288749,100,1.0,0.8222859094229378,0.42,,,,,0.0,0.0,,,,
own,NOS1_HUMAN_302_723_0__4d7o_A_rec,100,1.0,1.0,0.45530589797535576,6.93030464094381,-0.34076379999999995,1.0,0.48,0.93,0.1414141414141414,0.0,1.0,1347.6000763759089,0.021847295788020093,100,1.0,0.8852992437660265,0.97,,-5.881,-6.164,,0.0,0.0,-4.697,-4.6334100000000005,-5.034000000000001,-5.02346
own,QPCT_HUMAN_33_361_0,100,1.0,1.0,0.45589107487258795,6.450233306389247,-0.9553155,1.0,1.0,0.98,0.53,0.0,1.0,315.9702574221447,0.020509571014623505,100,0.56,0.7222588363681927,0.48,,-5.434,-5.419,,0.0,0.0,-4.0685,-4.27208,-4.577500000000001,-4.688390000000001
own,PAK4_HUMAN_291_591_ATP_0,100,1.0,1.0,0.7706927171826972,7.446898554012128,-0.051895800000000006,1.0,1.0,1.0,0.98,0.0,1.0,283.2530071725114,0.11879968701095463,100,0.04,0.2078868915145864,0.04,,-7.77,-7.668,,0.0,0.0,-7.314,-7.286029999999999,-7.641,-7.616160000000001
own,BAPA_SPHXN_30_402_0,100,1.0,1.0,0.5035189692481008,7.041909321667126,0.22298539999999992,1.0,0.66,0.91,0.05102040816326531,0.17,0.95,1427.977735906698,0.04584202611137782,100,0.97,0.9048798151991029,0.9,,,,,0.0,0.0,,,,
own,ATS5_HUMAN_262_480_0,100,1.0,1.0,0.4828736090100689,7.11345412465908,-0.4995572,1.0,0.83,1.0,0.125,0.03,0.99,1139.1943818734017,0.046132715195260736,100,0.98,0.8324619167729952,0.89,,-7.591,-7.975,,0.0,0.0,-6.8075,-6.7049499999999975,-6.971500000000001,-7.070450000000001
own,TNKS2_HUMAN_948_1162_0,100,1.0,1.0,0.41463411060706873,7.211670701367348,0.544041,1.0,0.68,0.95,0.0,0.28,0.97,3346.533467987709,0.05711767936253475,100,1.0,0.9009527057279847,0.97,,-12.255,-12.212,,0.0,0.0,-8.9815,-8.918029999999998,-8.9895,-8.817590000000001
own,OLIAC_CANSA_1_101_0,100,1.0,1.0,0.5562585391430683,6.952507626677877,0.4198510999999999,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,631.9358637716161,0.06122397793646856,100,1.0,0.8099196567067808,0.76,,,,,0.0,0.0,,,,
